"No.","Time","Source","Destination","Length","Protocol","Info"
"203","29.214489","185.220.101.175","54.36.163.65","606","TCP","20884  >  8001 [PSH, ACK] Seq=241172 Ack=1 Win=21 Len=546 [TCP segment of a reassembled PDU]"
"204","29.243233","185.220.101.175","54.36.163.65","1316","TCP","20884  >  8001 [PSH, ACK] Seq=241718 Ack=1 Win=21 Len=1256 [TCP segment of a reassembled PDU]"
"205","29.512005","185.220.101.175","54.36.163.65","237","TLSv1.2","Application Data"
"206","29.788297","185.220.101.175","54.36.163.65","603","TLSv1.2","Application Data"
"207","30.072022","185.220.101.175","54.36.163.65","603","TLSv1.2","Application Data"
"208","30.220342","185.220.101.175","54.36.163.65","1398","TCP","20884  >  8001 [PSH, ACK] Seq=244237 Ack=1 Win=21 Len=1338 [TCP segment of a reassembled PDU]"
"209","30.660514","185.220.101.175","54.36.163.65","807","TLSv1.2","Application Data"
"210","30.716072","185.220.101.175","54.36.163.65","1398","TCP","20884  >  8001 [PSH, ACK] Seq=246322 Ack=1 Win=21 Len=1338 [TCP segment of a reassembled PDU]"
"211","30.961745","185.220.101.175","54.36.163.65","374","TCP","[TCP Previous segment not captured] 20884  >  8001 [PSH, ACK] Seq=248684 Ack=1 Win=21 Len=314 [TCP segment of a reassembled PDU]"
"212","30.961745","185.220.101.175","54.36.163.65","1084","TCP","[TCP Out-Of-Order] 20884  >  8001 [ACK] Seq=247660 Ack=1 Win=21 Len=1024 [TCP segment of a reassembled PDU]"
"213","31.132062","185.220.101.175","54.36.163.65","1398","TLSv1.2","Application Data [TCP segment of a reassembled PDU]"
"214","31.731950","185.220.101.175","54.36.163.65","2108","TLSv1.2","Application Data [TCP segment of a reassembled PDU]"
"215","31.789319","185.220.101.175","54.36.163.65","606","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"216","31.967531","185.220.101.175","54.36.163.65","1480","TLSv1.2","Ignored Unknown Record"
"217","32.184579","185.220.101.175","54.36.163.65","1234","TLSv1.2","Ignored Unknown Record"
"218","32.406401","185.220.101.175","54.36.163.65","456","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"219","32.535908","185.220.101.175","54.36.163.65","456","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"220","32.738234","185.220.101.175","54.36.163.65","1234","TLSv1.2","Ignored Unknown Record"
"221","32.812525","185.220.101.175","54.36.163.65","374","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"222","33.243229","185.220.101.175","54.36.163.65","320","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"223","33.418711","185.220.101.175","54.36.163.65","603","TLSv1.2","Application Data"
"224","33.687838","185.220.101.175","54.36.163.65","93","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"225","33.984179","185.220.101.175","54.36.163.65","1146","TLSv1.2","Application Data, Application Data"
"226","34.767394","185.220.101.175","54.36.163.65","456","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"227","34.933031","185.220.101.175","54.36.163.65","456","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"228","35.120318","185.220.101.175","54.36.163.65","1234","TLSv1.2","Ignored Unknown Record"
"229","35.291726","185.220.101.175","54.36.163.65","1480","TLSv1.2","Ignored Unknown Record"
"230","35.431875","185.220.101.175","54.36.163.65","456","TCP","[TCP Previous segment not captured] 20884  >  8001 [PSH, ACK] Seq=278158 Ack=1 Win=21 Len=396 [TCP segment of a reassembled PDU]"
"231","35.588562","185.220.101.175","54.36.163.65","210","TCP","[TCP Previous segment not captured] 20884  >  8001 [PSH, ACK] Seq=279578 Ack=1 Win=21 Len=150 [TCP segment of a reassembled PDU]"
"232","35.588562","185.220.101.175","54.36.163.65","1084","TCP","[TCP Out-Of-Order] 20884  >  8001 [ACK] Seq=278554 Ack=1 Win=21 Len=1024 [TCP segment of a reassembled PDU]"
"233","35.827285","185.220.101.175","54.36.163.65","374","TCP","[TCP Previous segment not captured] 20884  >  8001 [PSH, ACK] Seq=280752 Ack=1 Win=21 Len=314 [TCP segment of a reassembled PDU]"
"234","35.827286","185.220.101.175","54.36.163.65","1084","TCP","[TCP Out-Of-Order] 20884  >  8001 [ACK] Seq=279728 Ack=1 Win=21 Len=1024 [TCP segment of a reassembled PDU]"
"235","35.924078","185.220.101.175","54.36.163.65","374","TCP","[TCP Previous segment not captured] 20884  >  8001 [PSH, ACK] Seq=282090 Ack=1 Win=21 Len=314 [TCP segment of a reassembled PDU]"
"236","35.924078","185.220.101.175","54.36.163.65","1084","TCP","[TCP Out-Of-Order] 20884  >  8001 [ACK] Seq=281066 Ack=1 Win=21 Len=1024 [TCP segment of a reassembled PDU]"
"237","36.169776","185.220.101.175","54.36.163.65","907","TCP","20884  >  8001 [PSH, ACK] Seq=282404 Ack=1 Win=21 Len=847 [TCP segment of a reassembled PDU]"
"238","36.312717","185.220.101.175","54.36.163.65","1480","TCP","20884  >  8001 [PSH, ACK] Seq=283251 Ack=1 Win=21 Len=1420 [TCP segment of a reassembled PDU]"
"239","36.631149","185.220.101.175","54.36.163.65","456","TCP","[TCP Previous segment not captured] 20884  >  8001 [PSH, ACK] Seq=285695 Ack=1 Win=21 Len=396 [TCP segment of a reassembled PDU]"
"240","36.631154","185.220.101.175","54.36.163.65","1084","TCP","[TCP Out-Of-Order] 20884  >  8001 [ACK] Seq=284671 Ack=1 Win=21 Len=1024 [TCP segment of a reassembled PDU]"
"241","36.731356","185.220.101.175","54.36.163.65","210","TCP","[TCP Previous segment not captured] 20884  >  8001 [PSH, ACK] Seq=287115 Ack=1 Win=21 Len=150 [TCP segment of a reassembled PDU]"
"242","36.731356","185.220.101.175","54.36.163.65","1084","TCP","[TCP Out-Of-Order] 20884  >  8001 [ACK] Seq=286091 Ack=1 Win=21 Len=1024 [TCP segment of a reassembled PDU]"
"243","37.060342","185.220.101.175","54.36.163.65","216","TCP","20884  >  8001 [PSH, ACK] Seq=287265 Ack=1 Win=21 Len=156 [TCP segment of a reassembled PDU]"
"244","37.414959","185.220.101.175","54.36.163.65","636","TCP","[TCP Previous segment not captured] 20884  >  8001 [PSH, ACK] Seq=288445 Ack=1 Win=21 Len=576 [TCP segment of a reassembled PDU]"
"245","37.414960","185.220.101.175","54.36.163.65","1084","TCP","[TCP Out-Of-Order] 20884  >  8001 [ACK] Seq=287421 Ack=1 Win=21 Len=1024 [TCP segment of a reassembled PDU]"
"246","38.058379","185.220.101.175","54.36.163.65","1117","TCP","20884  >  8001 [PSH, ACK] Seq=289021 Ack=1 Win=21 Len=1057 [TCP segment of a reassembled PDU]"
"247","38.251494","185.220.101.175","54.36.163.65","603","TCP","20884  >  8001 [PSH, ACK] Seq=290078 Ack=1 Win=21 Len=543 [TCP segment of a reassembled PDU]"
"248","38.601846","185.220.101.175","54.36.163.65","2108","TLSv1.2","Encrypted Heartbeat, Ignored Unknown Record"
"249","38.601847","185.220.101.175","54.36.163.65","97","TLSv1.2","Ignored Unknown Record"
"250","39.324051","185.220.101.175","54.36.163.65","374","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"251","39.643996","185.220.101.175","54.36.163.65","374","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"252","39.868002","185.220.101.175","54.36.163.65","1398","TLSv1.2","Ignored Unknown Record"
"253","39.934306","185.220.101.175","54.36.163.65","1056","TLSv1.2","Ignored Unknown Record"
"254","40.056042","185.220.101.175","54.36.163.65","1904","TLSv1.2","Ignored Unknown Record"
"255","40.267177","185.220.101.175","54.36.163.65","1234","TLSv1.2","Ignored Unknown Record"
"256","40.428330","185.220.101.175","54.36.163.65","1398","TLSv1.2","Ignored Unknown Record"
"257","40.642967","185.220.101.175","54.36.163.65","374","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"258","40.772540","185.220.101.175","54.36.163.65","456","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"259","40.966245","185.220.101.175","54.36.163.65","292","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"260","41.164895","185.220.101.175","54.36.163.65","1398","TLSv1.2","Ignored Unknown Record"
"261","41.394693","185.220.101.175","54.36.163.65","520","TLSv1.2","Ignored Unknown Record"
"262","41.928001","185.220.101.175","54.36.163.65","603","TLSv1.2","Application Data"
"263","41.991639","185.220.101.175","54.36.163.65","1480","TCP","20884  >  8001 [PSH, ACK] Seq=312441 Ack=1 Win=21 Len=1420 [TCP segment of a reassembled PDU]"
"264","42.235610","185.220.101.175","54.36.163.65","456","TCP","[TCP Previous segment not captured] 20884  >  8001 [PSH, ACK] Seq=314885 Ack=1 Win=21 Len=396 [TCP segment of a reassembled PDU]"
"265","42.235611","185.220.101.175","54.36.163.65","1084","TCP","[TCP Out-Of-Order] 20884  >  8001 [ACK] Seq=313861 Ack=1 Win=21 Len=1024 [TCP segment of a reassembled PDU]"
"266","42.299271","185.220.101.175","54.36.163.65","1480","TLSv1.2","Application Data [TCP segment of a reassembled PDU]"
"267","43.209892","185.220.101.175","54.36.163.65","456","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"268","43.276283","185.220.101.175","54.36.163.65","1480","TLSv1.2","Ignored Unknown Record"
"269","43.380844","185.220.101.175","54.36.163.65","210","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"270","43.758078","185.220.101.175","54.36.163.65","984","TLSv1.2","Ignored Unknown Record"
"271","43.849256","185.220.101.175","54.36.163.65","1480","TCP","20884  >  8001 [PSH, ACK] Seq=325407 Ack=1 Win=21 Len=1420 [TCP segment of a reassembled PDU]"
"272","44.158041","185.220.101.175","54.36.163.65","1480","TCP","20884  >  8001 [PSH, ACK] Seq=326827 Ack=1 Win=21 Len=1420 [TCP segment of a reassembled PDU]"
"273","44.173749","185.220.101.175","54.36.163.65","1084","TCP","20884  >  8001 [ACK] Seq=328247 Ack=1 Win=21 Len=1024 [TCP segment of a reassembled PDU]"
"274","44.181945","185.220.101.175","54.36.163.65","456","TLSv1.2","Application Data [TCP segment of a reassembled PDU]"
"275","44.347671","185.220.101.175","54.36.163.65","128","TCP","[TCP Previous segment not captured] 20884  >  8001 [PSH, ACK] Seq=330691 Ack=1 Win=21 Len=68 [TCP segment of a reassembled PDU]"
"276","44.347671","185.220.101.175","54.36.163.65","1084","TCP","[TCP Out-Of-Order] 20884  >  8001 [ACK] Seq=329667 Ack=1 Win=21 Len=1024 [TCP segment of a reassembled PDU]"
"277","44.489540","185.220.101.175","54.36.163.65","374","TCP","[TCP Previous segment not captured] 20884  >  8001 [PSH, ACK] Seq=331783 Ack=1 Win=21 Len=314 [TCP segment of a reassembled PDU]"
"278","44.489541","185.220.101.175","54.36.163.65","1084","TCP","[TCP Out-Of-Order] 20884  >  8001 [ACK] Seq=330759 Ack=1 Win=21 Len=1024 [TCP segment of a reassembled PDU]"
"279","44.976766","185.220.101.175","54.36.163.65","1480","TLSv1.2","Application Data [TCP segment of a reassembled PDU]"
"280","45.107649","185.220.101.175","54.36.163.65","1480","TCP","20884  >  8001 [PSH, ACK] Seq=333517 Ack=1 Win=21 Len=1420 [TCP segment of a reassembled PDU]"
"281","45.270644","185.220.101.175","54.36.163.65","210","TCP","[TCP Previous segment not captured] 20884  >  8001 [PSH, ACK] Seq=335961 Ack=1 Win=21 Len=150 [TCP segment of a reassembled PDU]"
"282","45.270645","185.220.101.175","54.36.163.65","1084","TCP","[TCP Out-Of-Order] 20884  >  8001 [ACK] Seq=334937 Ack=1 Win=21 Len=1024 [TCP segment of a reassembled PDU]"
"283","45.381966","185.220.101.175","54.36.163.65","751","TLSv1.2","Application Data"
"284","45.715945","185.220.101.175","54.36.163.65","374","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"285","45.860151","185.220.101.175","54.36.163.65","293","TLSv1.2","Ignored Unknown Record"
"286","45.922181","185.220.101.175","54.36.163.65","603","TLSv1.2","Application Data"
"287","46.054919","185.220.101.175","54.36.163.65","603","TLSv1.2","Application Data"
"288","46.276723","185.220.101.175","54.36.163.65","2108","TLSv1.2","Application Data"
"289","46.276723","185.220.101.175","54.36.163.65","474","TCP","[TCP Previous segment not captured] 20884  >  8001 [PSH, ACK] Seq=342531 Ack=1 Win=21 Len=414 [TCP segment of a reassembled PDU]"
"290","46.276723","185.220.101.175","54.36.163.65","1084","TCP","[TCP Out-Of-Order] 20884  >  8001 [ACK] Seq=341507 Ack=1 Win=21 Len=1024 [TCP segment of a reassembled PDU]"
"291","46.382306","185.220.101.175","54.36.163.65","670","TCP","20884  >  8001 [PSH, ACK] Seq=342945 Ack=1 Win=21 Len=610 [TCP segment of a reassembled PDU]"
"292","46.491291","185.220.101.175","54.36.163.65","2108","TLSv1.2","Application Data [TCP segment of a reassembled PDU]"
"293","46.491291","185.220.101.175","54.36.163.65","852","TCP","20884  >  8001 [PSH, ACK] Seq=345603 Ack=1 Win=21 Len=792 [TCP segment of a reassembled PDU]"
"294","46.600209","185.220.101.175","54.36.163.65","128","TCP","[TCP Previous segment not captured] 20884  >  8001 [PSH, ACK] Seq=347419 Ack=1 Win=21 Len=68 [TCP segment of a reassembled PDU]"
"295","46.600209","185.220.101.175","54.36.163.65","1084","TCP","[TCP Out-Of-Order] 20884  >  8001 [ACK] Seq=346395 Ack=1 Win=21 Len=1024 [TCP segment of a reassembled PDU]"
"296","46.799603","185.220.101.175","54.36.163.65","2108","TLSv1.2","Application Data [TCP segment of a reassembled PDU]"
"297","46.799603","185.220.101.175","54.36.163.65","2060","TCP","20884  >  8001 [PSH, ACK] Seq=349535 Ack=1 Win=21 Len=2000 [TCP segment of a reassembled PDU]"
"298","46.823184","185.220.101.175","54.36.163.65","108","TCP","20884  >  8001 [PSH, ACK] Seq=351535 Ack=1 Win=21 Len=48 [TCP segment of a reassembled PDU]"
"299","46.861166","185.220.101.175","54.36.163.65","2108","TLSv1.2","Application Data [TCP segment of a reassembled PDU]"
"300","46.861168","185.220.101.175","54.36.163.65","852","TCP","20884  >  8001 [PSH, ACK] Seq=353631 Ack=1 Win=21 Len=792 [TCP segment of a reassembled PDU]"
"301","47.036017","185.220.101.175","54.36.163.65","2108","TCP","20884  >  8001 [PSH, ACK] Seq=354423 Ack=1 Win=21 Len=2048 [TCP segment of a reassembled PDU]"
"302","47.036017","185.220.101.175","54.36.163.65","442","TLSv1.2","Application Data [TCP segment of a reassembled PDU]"
"303","47.220939","185.220.101.175","54.36.163.65","2108","TLSv1.2","Application Data [TCP segment of a reassembled PDU]"
"304","47.220940","185.220.101.175","54.36.163.65","688","TCP","20884  >  8001 [PSH, ACK] Seq=358901 Ack=1 Win=21 Len=628 [TCP segment of a reassembled PDU]"
"305","47.339098","185.220.101.175","54.36.163.65","239","TLSv1.2","Application Data"
"306","47.472136","185.220.101.175","54.36.163.65","603","TLSv1.2","Application Data"
"307","47.633079","185.220.101.175","54.36.163.65","1398","TCP","20884  >  8001 [PSH, ACK] Seq=360251 Ack=1 Win=21 Len=1338 [TCP segment of a reassembled PDU]"
"308","47.780632","185.220.101.175","54.36.163.65","293","TLSv1.2","Application Data"
"309","47.914187","185.220.101.175","54.36.163.65","93","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"310","48.124535","185.220.101.175","54.36.163.65","456","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"311","48.197635","185.220.101.175","54.36.163.65","1316","TLSv1.2","Ignored Unknown Record"
"312","48.222861","185.220.101.175","54.36.163.65","1084","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"313","48.222861","185.220.101.175","54.36.163.65","770","TLSv1.2","Ignored Unknown Record"
"314","48.375534","185.220.101.175","54.36.163.65","456","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"315","48.431756","185.220.101.175","54.36.163.65","1234","TLSv1.2","Ignored Unknown Record"
"316","48.892744","185.220.101.175","54.36.163.65","984","TLSv1.2","Ignored Unknown Record"
"317","48.920055","185.220.101.175","54.36.163.65","1398","TCP","20884  >  8001 [PSH, ACK] Seq=375845 Ack=1 Win=21 Len=1338 [TCP segment of a reassembled PDU]"
"318","49.147772","185.220.101.175","54.36.163.65","456","TCP","[TCP Previous segment not captured] 20884  >  8001 [PSH, ACK] Seq=378207 Ack=1 Win=21 Len=396 [TCP segment of a reassembled PDU]"
"319","49.147773","185.220.101.175","54.36.163.65","1084","TCP","[TCP Out-Of-Order] 20884  >  8001 [ACK] Seq=377183 Ack=1 Win=21 Len=1024 [TCP segment of a reassembled PDU]"
"320","49.200350","185.220.101.175","54.36.163.65","1316","TCP","20884  >  8001 [PSH, ACK] Seq=378603 Ack=1 Win=21 Len=1256 [TCP segment of a reassembled PDU]"
"321","49.451293","185.220.101.175","54.36.163.65","1480","TLSv1.2","Application Data [TCP segment of a reassembled PDU]"
"322","49.567721","185.220.101.175","54.36.163.65","292","TCP","[TCP Previous segment not captured] 20884  >  8001 [PSH, ACK] Seq=382303 Ack=1 Win=21 Len=232 [TCP segment of a reassembled PDU]"
"323","49.567721","185.220.101.175","54.36.163.65","1084","TCP","[TCP Out-Of-Order] 20884  >  8001 [ACK] Seq=381279 Ack=1 Win=21 Len=1024 [TCP segment of a reassembled PDU]"
"324","50.008505","185.220.101.175","54.36.163.65","653","TLSv1.2","Application Data, Application Data"
"325","50.132113","185.220.101.175","54.36.163.65","603","TLSv1.2","Application Data"
"326","50.706955","185.220.101.175","54.36.163.65","603","TLSv1.2","Application Data"
"327","50.805851","185.220.101.175","54.36.163.65","603","TLSv1.2","Application Data"
"328","50.979352","185.220.101.175","54.36.163.65","374","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"329","51.254386","185.220.101.175","54.36.163.65","1480","TLSv1.2","Ignored Unknown Record"
"330","51.451919","185.220.101.175","54.36.163.65","1480","TLSv1.2","Ignored Unknown Record"
"331","51.633113","185.220.101.175","54.36.163.65","1480","TLSv1.2","Ignored Unknown Record"
"332","51.866040","185.220.101.175","54.36.163.65","1480","TLSv1.2","Ignored Unknown Record"
"333","51.952615","185.220.101.175","54.36.163.65","1070","TLSv1.2","Ignored Unknown Record"
"334","52.203558","185.220.101.175","54.36.163.65","1480","TLSv1.2","Ignored Unknown Record"
"335","52.253776","185.220.101.175","54.36.163.65","1480","TLSv1.2","Ignored Unknown Record"
"336","52.543663","185.220.101.175","54.36.163.65","616","TLSv1.2","Ignored Unknown Record"
"337","53.255113","185.220.101.175","54.36.163.65","220","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"338","53.562374","185.220.101.175","54.36.163.65","456","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"339","53.644137","185.220.101.175","54.36.163.65","456","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"340","54.060518","185.220.101.175","54.36.163.65","1234","TLSv1.2","Ignored Unknown Record"
